Time,Today Yield(kWh),Energy to Grid(kWh),Energy from Grid(kWh),Energy to Battery(kWh),Energy from Battery(kWh),Load Consumption(kWh),Generation(kWh),GEN(kWh),Smart Load(kWh),AC Coupled(kWh)
2025-06-21,5.09,0.0,17.7,,,22.79,5.09,,,
2025-06-22,8.29,0.0,9.84,,,18.13,8.29,,,
2025-06-23,10.54,0.0,8.92,,,19.46,10.54,,,
2025-06-24,11.01,0.0,6.18,,,17.19,11.01,,,
2025-06-25,9.85,0.0,6.98,,,16.84,9.85,,,
2025-06-26,5.38,0.0,20.23,,,25.61,5.38,,,
2025-06-27,6.48,0.0,11.91,,,18.39,6.48,,,
2025-06-28,11.08,0.0,8.68,,,19.76,11.08,,,
2025-06-29,8.4,0.0,13.05,,,21.45,8.4,,,
2025-06-30,7.87,0.0,10.96,,,18.83,7.87,,,
2025-07-01,9.87,0.0,9.11,,,18.98,9.87,,,
2025-07-02,7.26,0.0,11.65,,,18.91,7.26,,,
2025-07-03,9.16,0.0,11.67,,,20.83,9.16,,,
2025-07-04,6.72,0.0,11.53,,,18.25,6.72,,,
2025-07-05,9.08,0.0,8.71,,,17.79,9.08,,,
2025-07-06,8.1,0.0,9.89,,,17.99,8.1,,,
2025-07-07,8.91,0.0,11.01,,,19.92,8.91,,,
2025-07-08,9.15,0.0,6.64,,,15.79,9.15,,,
2025-07-09,11.57,0.0,9.22,,,20.79,11.57,,,
2025-07-10,7.16,0.0,12.13,,,19.3,7.16,,,
2025-07-11,10.74,0.0,9.71,,,20.45,10.74,,,
2025-07-12,10.47,0.0,10.83,,,21.31,10.47,,,
2025-07-13,8.51,0.0,11.51,,,20.02,8.51,,,
2025-07-14,8.13,0.0,10.37,,,18.5,8.13,,,
2025-07-15,8.47,0.0,13.37,,,21.84,8.47,,,
2025-07-16,7.75,0.0,9.63,,,17.37,7.75,,,
2025-07-17,7.74,0.0,8.14,,,15.88,7.74,,,
2025-07-18,8.68,0.0,12.81,,,21.49,8.68,,,
2025-07-19,9.48,0.0,4.06,,,13.54,9.48,,,
2025-07-20,4.49,0.0,14.13,,,18.63,4.49,,,
2025-07-21,10.44,0.0,4.47,,,14.92,10.44,,,
2025-07-22,8.48,0.0,13.6,,,22.08,8.48,,,
2025-07-23,5.98,0.0,14.4,,,20.38,5.98,,,
2025-07-24,10.17,0.0,6.27,,,16.45,10.17,,,
2025-07-25,6.77,0.0,11.39,,,18.16,6.77,,,
2025-07-26,9.9,0.0,9.79,,,19.69,9.9,,,
2025-07-27,5.89,0.0,12.8,,,18.69,5.89,,,
2025-07-28,11.72,0.0,5.2,,,16.92,11.72,,,
2025-07-29,9.55,0.0,8.68,,,18.23,9.55,,,
2025-07-30,10.21,0.0,8.29,,,18.5,10.21,,,
2025-07-31,9.81,0.0,8.38,,,18.19,9.81,,,
2025-08-01,6.16,0.0,10.36,,,16.53,6.16,,,
2025-08-02,10.25,0.0,10.93,,,21.18,10.25,,,
2025-08-03,7.39,0.0,11.49,,,18.88,7.39,,,
2025-08-04,7.23,0.0,12.86,,,20.09,7.23,,,
2025-08-05,7.44,0.0,16.34,,,23.78,7.44,,,
2025-08-06,8.67,0.0,12.39,,,21.06,8.67,,,
2025-08-07,7.23,0.0,10.41,,,17.64,7.23,,,
2025-08-08,4.94,0.0,14.1,,,19.04,4.94,,,
2025-08-09,6.85,0.0,14.13,,,20.98,6.85,,,
2025-08-10,6.74,0.0,13.46,,,20.2,6.74,,,
2025-08-11,7.24,0.0,12.91,,,20.15,7.24,,,
2025-08-12,6.02,0.0,10.31,,,16.33,6.02,,,
2025-08-13,9.26,0.0,5.35,,,14.61,9.26,,,
2025-08-14,7.41,0.0,9.19,,,16.6,7.41,,,
2025-08-15,11.12,0.0,7.43,,,18.55,11.12,,,
2025-08-16,8.32,0.0,11.82,,,20.14,8.32,,,
2025-08-17,6.34,0.0,9.54,,,15.88,6.34,,,
2025-08-18,8.94,0.0,10.06,,,19.0,8.94,,,
2025-08-19,7.41,0.0,12.77,,,20.18,7.41,,,
2025-08-20,5.9,0.0,12.3,,,18.2,5.9,,,
2025-08-21,8.43,0.0,12.56,,,20.98,8.43,,,
2025-08-22,9.83,0.0,10.18,,,20.01,9.83,,,
2025-08-23,7.08,0.0,13.39,,,20.47,7.08,,,
2025-08-24,4.71,0.0,14.28,,,18.99,4.71,,,
2025-08-25,9.0,0.0,12.6,,,21.59,9.0,,,
2025-08-26,4.95,0.0,13.88,,,18.83,4.95,,,
2025-08-27,8.13,0.0,10.44,,,18.58,8.13,,,
2025-08-28,10.96,0.0,11.54,,,22.5,10.96,,,
2025-08-29,6.76,0.0,12.48,,,19.24,6.76,,,
2025-08-30,7.31,0.0,17.88,,,25.19,7.31,,,
2025-08-31,11.33,0.0,5.16,,,16.49,11.33,,,
2025-09-01,7.94,0.0,10.42,,,18.36,7.94,,,
2025-09-02,7.85,0.0,7.9,,,15.75,7.85,,,
2025-09-03,8.14,0.0,9.09,,,17.23,8.14,,,
2025-09-04,7.29,0.0,18.39,,,25.68,7.29,,,
2025-09-05,9.22,0.0,9.04,,,18.26,9.22,,,
2025-09-06,8.0,0.0,12.81,,,20.81,8.0,,,
2025-09-07,6.38,0.0,14.58,,,20.96,6.38,,,
2025-09-08,4.9,0.0,14.62,,,19.52,4.9,,,
2025-09-09,7.16,0.0,12.01,,,19.17,7.16,,,
2025-09-10,8.33,0.0,12.2,,,20.53,8.33,,,
2025-09-11,7.9,0.0,9.11,,,17.01,7.9,,,
2025-09-12,11.48,0.0,5.18,,,16.66,11.48,,,
2025-09-13,7.71,0.0,12.67,,,20.38,7.71,,,
2025-09-14,6.88,0.0,13.93,,,20.81,6.88,,,
2025-09-15,10.86,0.0,6.43,,,17.29,10.86,,,
2025-09-16,10.7,0.0,7.87,,,18.56,10.7,,,
2025-09-17,6.44,0.0,9.34,,,15.78,6.44,,,
2025-09-18,7.7,0.0,13.36,,,21.05,7.7,,,
2025-09-19,11.03,0.0,7.31,,,18.34,11.03,,,
2025-09-20,5.12,0.0,14.73,,,19.85,5.12,,,
2025-09-21,5.9,0.0,12.5,,,18.4,5.9,,,
2025-09-22,8.95,0.0,11.11,,,20.05,8.95,,,
2025-09-23,11.54,0.0,8.24,,,19.78,11.54,,,
2025-09-24,8.38,0.0,7.38,,,15.76,8.38,,,
2025-09-25,9.46,0.0,7.83,,,17.29,9.46,,,
2025-09-26,7.15,0.0,14.66,,,21.81,7.15,,,
2025-09-27,8.03,0.0,11.8,,,19.83,8.03,,,
2025-09-28,8.72,0.0,10.34,,,19.06,8.72,,,
2025-09-29,7.3,0.0,11.42,,,18.72,7.3,,,
2025-09-30,6.74,0.0,8.83,,,15.57,6.74,,,
2025-10-01,9.73,0.0,8.14,,,17.87,9.73,,,
2025-10-02,10.21,0.0,7.69,,,17.9,10.21,,,
2025-10-03,7.33,0.0,9.06,,,16.38,7.33,,,
2025-10-04,6.62,0.0,11.01,,,17.63,6.62,,,
2025-10-05,9.08,0.0,3.89,,,12.98,9.08,,,
2025-10-06,9.15,0.0,6.62,,,15.77,9.15,,,
2025-10-07,5.79,0.0,14.57,,,20.35,5.79,,,
2025-10-08,6.96,0.0,16.56,,,23.52,6.96,,,
2025-10-09,8.42,0.0,9.35,,,17.77,8.42,,,
2025-10-10,5.58,0.0,14.02,,,19.6,5.58,,,
2025-10-11,5.6,0.0,15.09,,,20.69,5.6,,,
2025-10-12,8.34,0.0,10.99,,,19.33,8.34,,,
2025-10-13,9.8,0.0,8.58,,,18.39,9.8,,,
2025-10-14,6.26,0.0,12.61,,,18.88,6.26,,,
2025-10-15,9.41,0.0,4.72,,,14.13,9.41,,,
2025-10-16,8.85,0.0,13.22,,,22.07,8.85,,,
2025-10-17,8.23,0.0,11.62,,,19.85,8.23,,,
2025-10-18,7.56,0.0,12.35,,,19.92,7.56,,,
2025-10-19,7.08,0.0,8.9,,,15.98,7.08,,,
2025-10-20,8.92,0.0,11.29,,,20.21,8.92,,,
2025-10-21,9.7,0.0,8.24,,,17.95,9.7,,,
2025-10-22,6.89,0.0,15.33,,,22.22,6.89,,,
2025-10-23,9.1,0.0,9.68,,,18.78,9.1,,,
2025-10-24,10.58,0.0,6.0,,,16.58,10.58,,,
2025-10-25,9.04,0.0,6.79,,,15.83,9.04,,,
2025-10-26,9.66,0.0,8.23,,,17.89,9.66,,,
2025-10-27,8.53,0.0,13.46,,,21.99,8.53,,,
2025-10-28,7.38,0.0,9.55,,,16.93,7.38,,,
2025-10-29,10.42,0.0,7.62,,,18.03,10.42,,,
2025-10-30,7.05,0.0,9.49,,,16.54,7.05,,,
2025-10-31,7.98,0.0,8.27,,,16.25,7.98,,,
2026-02-16,9.07,0.0,9.17,,,18.23,9.07,,,
2026-02-17,9.97,0.0,11.43,,,21.4,9.97,,,
2026-02-18,11.22,0.0,6.14,,,17.36,11.22,,,
2026-02-19,9.45,0.0,10.43,,,19.87,9.45,,,
2026-02-20,10.18,0.0,8.74,,,18.92,10.18,,,
2026-02-21,9.64,0.0,6.62,,,16.25,9.64,,,
2026-02-22,9.26,0.0,9.74,,,19.0,9.26,,,
2026-02-23,9.53,0.0,10.87,,,20.4,9.53,,,
2026-02-24,10.94,0.0,7.5,,,18.44,10.94,,,
2026-02-25,10.89,0.0,10.39,,,21.28,10.89,,,
2026-02-26,10.52,0.0,5.95,,,16.48,10.52,,,
2026-02-27,12.16,0.0,8.61,,,20.78,12.16,,,
2026-02-28,10.57,0.0,8.62,,,19.19,10.57,,,
2026-03-01,14.2,0.0,9.34,,,23.55,14.2,,,
2026-03-02,8.12,0.0,14.46,,,22.58,8.12,,,
2026-03-03,10.66,0.0,8.53,,,19.19,10.66,,,
2026-03-04,12.17,0.0,15.15,,,27.32,12.17,,,
2026-03-05,10.14,0.0,12.79,,,22.93,10.14,,,
2026-03-06,11.23,0.0,12.22,,,23.46,11.23,,,
2026-03-07,10.81,0.0,14.38,,,25.2,10.81,,,
2026-03-08,7.0,0.0,12.84,,,19.84,7.0,,,
2026-03-09,9.11,0.0,21.01,,,30.12,9.11,,,
2026-03-10,12.16,0.0,5.21,,,17.37,12.16,,,
2026-03-11,12.06,0.0,5.17,,,17.22,12.06,,,
2026-03-12,9.06,0.0,10.02,,,19.08,9.06,,,
2026-03-13,11.0,0.0,10.2,,,21.2,11.0,,,
2026-03-14,13.15,0.0,10.93,,,24.09,13.15,,,
2026-03-15,9.25,0.0,8.74,,,17.99,9.25,,,
2026-03-16,11.3,0.0,10.93,,,22.23,11.3,,,
2026-03-17,12.65,0.0,9.24,,,21.89,12.65,,,
2026-03-18,11.25,0.0,13.06,,,24.3,11.25,,,
2026-03-19,8.41,0.0,14.29,,,22.7,8.41,,,
2026-03-20,12.52,0.0,5.91,,,18.43,12.52,,,
2026-03-21,9.54,0.0,9.56,,,19.1,9.54,,,
2026-03-22,13.68,0.0,8.68,,,22.36,13.68,,,
2026-03-23,7.32,0.0,14.68,,,22.0,7.32,,,
2026-03-24,12.21,0.0,5.89,,,18.1,12.21,,,
2026-03-25,10.09,0.0,12.98,,,23.07,10.09,,,
2026-03-26,7.88,0.0,11.01,,,18.89,7.88,,,
2026-03-27,14.19,0.0,9.94,,,24.12,14.19,,,
2026-03-28,12.54,0.0,8.87,,,21.41,12.54,,,
2026-03-29,10.78,0.0,12.43,,,23.21,10.78,,,
2026-03-30,11.94,0.0,7.99,,,19.93,11.94,,,
2026-03-31,11.26,0.0,10.89,,,22.15,11.26,,,
2026-04-01,12.14,0.0,10.12,,,22.27,12.14,,,
2026-04-02,8.99,0.0,14.93,,,23.92,8.99,,,
2026-04-03,14.59,0.0,8.91,,,23.5,14.59,,,
2026-04-04,11.78,0.0,13.08,,,24.87,11.78,,,
2026-04-05,11.25,0.0,18.2,,,29.46,11.25,,,
2026-04-06,8.02,0.0,16.13,,,24.15,8.02,,,
2026-04-07,12.1,0.0,16.61,,,28.71,12.1,,,
2026-04-08,8.35,0.0,16.43,,,24.78,8.35,,,
2026-04-09,12.06,0.0,14.42,,,26.48,12.06,,,
2026-04-10,7.65,0.0,16.73,,,24.38,7.65,,,
2026-04-11,11.0,0.0,14.7,,,25.7,11.0,,,
2026-04-12,11.39,0.0,9.69,,,21.08,11.39,,,
2026-04-13,10.99,0.0,16.2,,,27.19,10.99,,,
2026-04-14,8.34,0.0,15.6,,,23.94,8.34,,,
2026-04-15,8.94,0.0,13.95,,,22.89,8.94,,,
2026-04-16,11.02,0.0,6.81,,,17.83,11.02,,,
2026-04-17,10.32,0.0,11.97,,,22.29,10.32,,,
2026-04-18,13.95,0.0,14.85,,,28.79,13.95,,,
2026-04-19,13.62,0.0,8.94,,,22.56,13.62,,,
2026-04-20,10.55,0.0,9.05,,,19.6,10.55,,,
2026-04-21,13.66,0.0,7.82,,,21.48,13.66,,,
2026-04-22,10.37,0.0,14.82,,,25.19,10.37,,,
2026-04-23,12.33,0.0,14.26,,,26.59,12.33,,,
2026-04-24,10.54,0.0,8.97,,,19.51,10.54,,,
2026-04-25,12.82,0.0,14.51,,,27.33,12.82,,,
2026-04-26,10.56,0.0,12.5,,,23.06,10.56,,,
2026-04-27,11.65,0.0,9.9,,,21.55,11.65,,,
2026-04-28,10.81,0.0,14.49,,,25.31,10.81,,,
2026-04-29,13.63,0.0,11.9,,,25.53,13.63,,,
2026-04-30,13.21,0.0,13.34,,,26.55,13.21,,,
2026-05-01,10.94,0.0,10.58,,,21.52,10.94,,,
2026-05-02,11.64,0.0,13.81,,,25.45,11.64,,,
2026-05-03,8.81,0.0,15.04,,,23.85,8.81,,,
2026-05-04,8.78,0.0,14.29,,,23.08,8.78,,,
2026-05-05,12.34,0.0,11.6,,,23.94,12.34,,,
2026-05-06,6.54,0.0,15.77,,,22.31,6.54,,,
2026-05-07,9.91,0.0,12.15,,,22.07,9.91,,,
2026-05-08,8.48,0.0,17.36,,,25.84,8.48,,,
2026-05-09,11.32,0.0,11.81,,,23.13,11.32,,,
2026-05-10,9.41,0.0,13.93,,,23.34,9.41,,,
2026-05-11,8.01,0.0,14.74,,,22.75,8.01,,,
2026-05-12,10.83,0.0,10.81,,,21.63,10.83,,,
2026-05-13,8.86,0.0,14.25,,,23.11,8.86,,,
2026-05-14,11.42,0.0,14.67,,,26.09,11.42,,,
2026-05-15,7.29,0.0,15.22,,,22.52,7.29,,,
2026-05-16,8.98,0.0,16.25,,,25.22,8.98,,,
2026-05-17,8.94,0.0,15.2,,,24.14,8.94,,,
2026-05-18,8.28,0.0,15.18,,,23.45,8.28,,,
2026-05-19,10.67,0.0,13.32,,,24.0,10.67,,,
2026-05-20,8.91,0.0,17.69,,,26.6,8.91,,,
2026-05-21,11.32,0.0,7.75,,,19.08,11.32,,,
2026-05-22,10.94,0.0,11.67,,,22.61,10.94,,,
2026-05-23,6.68,0.0,19.33,,,26.01,6.68,,,
2026-05-24,10.63,0.0,14.08,,,24.71,10.63,,,
2026-05-25,7.65,0.0,12.19,,,19.84,7.65,,,
2026-05-26,11.41,0.0,8.46,,,19.87,11.41,,,
2026-05-27,10.82,0.0,12.93,,,23.75,10.82,,,
2026-05-28,10.88,0.0,10.21,,,21.09,10.88,,,
2026-05-29,11.94,0.0,12.95,,,24.89,11.94,,,
2026-05-30,10.09,0.0,15.52,,,25.6,10.09,,,
2026-05-31,6.64,0.0,17.18,,,23.83,6.64,,,
2026-06-01,7.09,0.0,11.13,,,18.22,7.09,,,
2026-06-02,9.47,0.0,9.19,,,18.66,9.47,,,
2026-06-03,6.44,0.0,16.51,,,22.95,6.44,,,
2026-06-04,7.78,0.0,13.53,,,21.3,7.78,,,
2026-06-05,8.6,0.0,9.76,,,18.37,8.6,,,
2026-06-06,4.1,0.0,14.97,,,19.07,4.1,,,
2026-06-07,7.36,0.0,16.21,,,23.57,7.36,,,
2026-06-08,8.39,0.0,13.07,,,21.46,8.39,,,
2026-06-09,7.51,0.0,11.74,,,19.26,7.51,,,
2026-06-10,6.53,0.0,14.95,,,21.48,6.53,,,
2026-06-11,11.11,0.0,5.41,,,16.52,11.11,,,
2026-06-12,8.81,0.0,6.96,,,15.76,8.81,,,
2026-06-13,9.9,0.0,7.5,,,17.39,9.9,,,
2026-06-14,7.66,0.0,13.48,,,21.14,7.66,,,
2026-06-15,10.02,0.0,7.32,,,17.35,10.02,,,
2026-06-16,7.16,0.0,10.26,,,17.42,7.16,,,
2026-06-17,5.38,0.0,12.09,,,17.47,5.38,,,
2026-06-18,8.39,0.0,10.53,,,18.93,8.39,,,
2026-06-19,7.19,0.0,16.55,,,23.75,7.19,,,
2026-06-20,7.57,0.0,14.88,,,22.45,7.57,,,
2026-06-21,8.35,0.0,15.24,,,23.6,8.35,,,
2026-06-22,7.91,0.0,11.44,,,19.36,7.91,,,
2026-06-23,10.55,0.0,8.04,,,18.59,10.55,,,
2026-06-24,7.42,0.0,10.1,,,17.52,7.42,,,
2026-06-25,7.38,0.0,13.09,,,20.46,7.38,,,
2026-06-26,8.4,0.0,7.38,,,15.78,8.4,,,
2026-06-27,12.07,0.0,7.18,,,19.24,12.07,,,
2026-06-28,10.03,0.0,8.85,,,18.88,10.03,,,
2026-06-29,8.17,0.0,13.3,,,21.47,8.17,,,
2026-06-30,8.55,0.0,15.25,,,23.8,8.55,,,
2026-07-01,8.51,0.0,11.17,,,19.68,8.51,,,
2026-07-02,5.84,0.0,9.53,,,15.37,5.84,,,
2026-07-03,5.42,0.0,13.31,,,18.73,5.42,,,
2026-07-04,8.53,0.0,10.55,,,19.08,8.53,,,
2026-07-05,10.43,0.0,9.48,,,19.91,10.43,,,
2026-07-06,9.33,0.0,12.62,,,21.95,9.33,,,
2026-07-07,8.06,0.0,11.93,,,19.99,8.06,,,
2026-07-08,9.0,0.0,12.74,,,21.74,9.0,,,
2026-07-09,11.25,0.0,6.52,,,17.77,11.25,,,
2026-07-10,9.36,0.0,10.98,,,20.34,9.36,,,
2026-07-11,8.16,0.0,13.08,,,21.24,8.16,,,
2026-07-12,8.33,0.0,6.66,,,14.99,8.33,,,
2026-07-13,10.3,0.0,6.18,,,16.47,10.3,,,
2026-07-14,8.46,0.0,11.23,,,19.69,8.46,,,
2026-07-15,10.35,0.0,7.97,,,18.32,10.35,,,
2026-07-16,10.37,0.0,8.06,,,18.43,10.37,,,
2026-07-17,8.7,0.0,15.44,,,24.13,8.7,,,
2026-07-18,7.25,0.0,14.14,,,21.39,7.25,,,
2026-07-19,6.57,0.0,14.87,,,21.44,6.57,,,
2026-07-20,5.7,0.0,12.1,,,17.8,5.7,,,
2026-07-21,8.32,0.0,10.86,,,19.18,8.32,,,
2026-07-22,8.25,0.0,7.39,,,15.64,8.25,,,
2026-07-23,10.17,0.0,9.96,,,20.13,10.17,,,
2026-07-24,5.57,0.0,9.8,,,15.37,5.57,,,
2026-07-25,7.65,0.0,12.68,,,20.33,7.65,,,
2026-07-26,7.65,0.0,11.63,,,19.27,7.65,,,
2026-07-27,10.6,0.0,9.88,,,20.49,10.6,,,
2026-07-28,7.13,0.0,13.51,,,20.64,7.13,,,
2026-07-29,5.94,0.0,15.77,,,21.72,5.94,,,
2026-07-30,7.2,0.0,9.88,,,17.08,7.2,,,
2026-07-31,8.15,0.0,12.34,,,20.49,8.15,,,
2026-08-01,10.75,0.0,4.68,,,15.43,10.75,,,
2026-08-02,8.53,0.0,10.48,,,19.01,8.53,,,
2026-08-03,6.44,0.0,13.08,,,19.52,6.44,,,
2026-08-04,10.28,0.0,6.29,,,16.57,10.28,,,
2026-08-05,8.93,0.0,7.8,,,16.72,8.93,,,
2026-08-06,8.84,0.0,8.86,,,17.7,8.84,,,
2026-08-07,8.55,0.0,11.37,,,19.92,8.55,,,
2026-08-08,10.62,0.0,8.57,,,19.19,10.62,,,
2026-08-09,9.29,0.0,14.85,,,24.14,9.29,,,
2026-08-10,7.41,0.0,14.62,,,22.03,7.41,,,
2026-08-11,9.54,0.0,10.48,,,20.02,9.54,,,
2026-08-12,7.28,0.0,7.14,,,14.42,7.28,,,
2026-08-13,9.4,0.0,11.32,,,20.72,9.4,,,
2026-08-14,9.9,0.0,10.11,,,20.01,9.9,,,
2026-08-15,8.78,0.0,12.01,,,20.79,8.78,,,
2026-08-16,5.3,0.0,15.16,,,20.46,5.3,,,
2026-08-17,8.59,0.0,16.22,,,24.82,8.59,,,
2026-08-18,6.84,0.0,9.53,,,16.37,6.84,,,
2026-08-19,6.98,0.0,14.07,,,21.04,6.98,,,
2026-08-20,8.26,0.0,10.67,,,18.93,8.26,,,
2026-08-21,8.8,0.0,10.64,,,19.44,8.8,,,
2026-08-22,10.64,0.0,9.19,,,19.83,10.64,,,
2026-08-23,9.38,0.0,11.82,,,21.2,9.38,,,
2026-08-24,4.7,0.0,16.19,,,20.89,4.7,,,
2026-08-25,10.16,0.0,10.69,,,20.85,10.16,,,
2026-08-26,9.06,0.0,11.48,,,20.54,9.06,,,
2026-08-27,7.3,0.0,17.44,,,24.74,7.3,,,
2026-08-28,9.96,0.0,11.57,,,21.53,9.96,,,
2026-08-29,8.03,0.0,9.25,,,17.28,8.03,,,
2026-08-30,8.86,0.0,10.71,,,19.57,8.86,,,
2026-08-31,7.36,0.0,12.53,,,19.89,7.36,,,
